surname,forename,gender,id,balance,age,start,profession,online,single num,weight_num,null,single cat,weight_cat
Longs,Fanny,F,CU_9660574,153.55,,01-13-18,Software Engineer IV,0.0,1.0,1,,,A
Valasquez,Harmony ,F,CU_7334047,114.59,,07-19-18,Safety Technician IV,0.0,1.0,1,,,A
Yomes,Ridwan ,M,CU_1116319,203.05,40.033,06-19-18,Social Worker,1.0,1.0,1,,A,A
Lardone,Loraine,F,CU_6932636,180.89,50.719,02-04-18,Assistant Manager,,,1,,A,A
Russi,Rolf,M,CU_2255005,138.56,36.749,01-07-18,Statistician III,,1.0,1,,A,A
Critcher,Carter ,M,CU_3049635,191.6,56.144,01-15-18,,,,1,,,A
Alessio,Roseann,F,CU_1919141,402.55,37.656,06-05-18,Software Engineer IV,,1.0,1,,,A
Christophel,Hillary,F,CU_1616041,138.95,65.055,02-19-18,Design Engineer,0.0,1.0,1,,,A
Christerson,Eden ,F,CU_5081261,108.54,55.994,08-02-18,Software Engineer IV,0.0,1.0,1,,,A
Vesco,Derek,M,CU_2681007,103.8,,09-21-18,Statistician III,,1.0,1,,,A
Cinar,Ihsan ,M,CU_2861232,98.48,59.058,10-11-18,Software Engineer IV,0.0,1.0,1,,,A
Yagecic,Staci,F,CU_2025650,175.36,27.856,11-02-18,Data Coordiator,1.0,1.0,1,,,A
Essinger,Olivier ,M,CU_7006390,115.55,49.707,03-22-18,Information Systems Manager,1.0,1.0,1,,A,A
Smolensky,Lauren,M,CU_5499063,162.35,59.67,10-09-18,Data Coordiator,,,1,,A,A
Kehr,Maryam ,F,CU_3451062,133.55,37.555,05-31-18,Software Engineer IV,0.0,1.0,1,,A,A
Szewczak,Hai,M,CU_1165497,163.12,43.501,02-16-18,Assistant Manager,0.0,,1,,,A
Goossen,Thelma,F,CU_6850745,551.02,,02-15-18,Sales Associate,0.0,1.0,1,,,A
Laughbaum,Amna ,F,CU_2083005,96.58,,07-20-18,Design Engineer,1.0,1.0,1,,A,A
Lagace,Lillian,F,CU_5720254,203.72,,05-27-18,Senior Sales Associate,0.0,1.0,1,,A,A
Rauelo,Nathanael ,M,CU_8325310,203.67,55.264,06-30-18,Senior Sales Associate,0.0,1.0,1,,,A
Kesek,Hershel,M,CU_1280192,125.1,34.467,09-30-18,Software Engineer IV,,1.0,1,,A,A
Hoard,Rhea,F,CU_2123969,159.82,54.615,09-27-18,Assistant Manager,,,1,,A,A
Luangrath,Selina ,F,CU_8734916,288.1,50.348,08-06-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Estelle,Bobbie,M,CU_3418308,139.19,35.727,11-02-18,Information Systems Manager,0.0,1.0,1,,A,A
Lockamy,Sid,M,CU_8480968,317.24,41.953,02-28-18,Safety Technician IV,,1.0,1,,,A
Dupouy,Andre,M,CU_1919177,279.44,32.418,12-18-18,Assistant Manager,,1.0,1,,A,A
Obeid,Hugh ,M,CU_2721995,198.5,57.334,10-30-18,Information Systems Manager,0.0,1.0,1,,,A
Scruggs,Shon,M,CU_9906381,162.12,49.886,09-15-18,Senior Sales Associate,0.0,1.0,1,,,A
Rohde,Aleesha ,F,CU_3631310,157.54,55.029,06-21-18,,,,1,,A,A
Mocher,Kiran ,M,CU_8988881,135.48,40.541,08-05-18,Assistant Manager,0.0,,1,,A,A
Zachery,Roman ,M,CU_6678740,155.55,41.267,12-12-18,Software Engineer IV,,1.0,1,,A,A
Pinta,Cristina,F,CU_4860121,159.85,69.87,04-14-18,Senior Sales Associate,,1.0,1,,,A
Jalovel,Loki ,M,CU_2574553,157.6,45.625,03-22-18,Software Engineer IV,0.0,,1,,,A
Leming,Vince,M,CU_4393177,125.48,40.941,11-04-18,Software Engineer IV,,1.0,1,,,A
Masudi,Sinead ,F,CU_6375642,153.99,37.637,05-24-18,Assistant Manager,0.0,1.0,1,,A,A
Barrette,Nia ,F,CU_4630750,33.09,47.146,05-19-18,Statistician III,,1.0,1,,A,A
Tooks,Gerry,M,CU_6818014,164.82,55.88,11-15-18,Assistant Manager,0.0,1.0,1,,A,A
Kuhse,Fermin,M,CU_2902238,248.01,64.95,10-21-18,Software Engineer IV,,1.0,1,,,A
Creach,Umar ,M,CU_9128159,193.7,20.138,04-27-18,Assistant Manager,0.0,1.0,1,,A,A
Turnley,Rodger,M,CU_9269928,150.77,,04-22-18,Actuary,0.0,1.0,1,,,A
Kauppi,Lottie ,F,CU_5253347,141.99,59.309,04-01-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Honokaupu,Marjorie,F,CU_5277923,267.74,75.77,03-04-18,Assistant Manager,,1.0,1,,A,A
Lawnicki,Lillie-May ,F,CU_5335272,173.89,37.719,11-06-18,,,1.0,1,,,A
Caramelo,Sky ,F,CU_3754217,276.78,56.631,07-03-18,Assistant Manager,0.0,1.0,1,,A,A
Burnaugh,Alejandra,F,CU_6678761,646.88,41.757,04-01-18,Data Coordiator,1.0,1.0,1,,A,A
Aro,Sanford,M,CU_2779369,151.27,,06-25-18,Data Coordiator,0.0,,1,,,A
Carlile,Frieda,F,CU_6596844,257.99,59.797,01-09-18,Assistant Manager,0.0,1.0,1,,,A
Hoon,Angelina,F,CU_1927405,115.91,58.201,10-21-18,Assistant Manager,,,1,,,A
Crannell,Kit ,M,CU_1837294,83.49,,04-03-18,Social Worker,1.0,1.0,1,,A,A
Flecher,Emmanuel ,M,CU_4835564,135.18,35.98,05-14-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Gloor,Cecily ,F,CU_4851951,175.88,59.339,08-06-18,Software Engineer IV,0.0,1.0,1,,A,A
Dykhuizen,Darcie ,F,CU_4679921,111.54,75.348,09-05-18,Assistant Manager,1.0,1.0,1,,A,A
Sollers,Andre ,M,CU_8554740,211.64,38.98,03-31-18,Information Systems Manager,0.0,1.0,1,,A,A
Glasford,Carlo,M,CU_2951414,280.62,41.36,11-14-18,Senior Sales Associate,,,1,,A,A
Grohs,Carmine,M,CU_8964344,130.77,56.888,11-09-18,Assistant Manager,0.0,1.0,1,,,A
Goodly,Amado,M,CU_1108217,126.84,44.537,04-27-18,Senior Sales Associate,1.0,1.0,1,,,A
Spiter,Olivia ,F,CU_7489786,167.95,,03-13-18,Assistant Manager,1.0,1.0,1,,,A
Snitker,Tobias ,M,CU_4655356,186.87,,02-11-18,Information Systems Manager,,1.0,1,,,A
Mclavrin,Dwain,M,CU_9259261,132.25,,10-03-18,Software Engineer IV,,,1,,A,A
Koster,Ayub ,M,CU_9890046,149.71,33.444,06-12-18,Software Engineer IV,0.0,1.0,1,,A,A
Candle,Fatimah ,F,CU_8923390,93.24,31.99,05-31-18,Structural Engineer,0.0,1.0,1,,,A
Dethomasis,Skylar ,F,CU_4139265,122.57,55.102,09-16-18,Senior Sales Associate,,1.0,1,,,A
Holderman,Emme ,F,CU_8382723,115.61,50.005,11-19-18,Senior Sales Associate,,1.0,1,,A,A
Girand,Herman,M,CU_3082501,177.18,,06-19-18,Data Coordiator,0.0,,1,,A,A
Leusink,Rodney,M,CU_1091847,166.3,53.501,02-07-18,Data Coordiator,,1.0,1,,,A
Medez,Vonda,F,CU_8702215,143.18,88.62,10-20-18,Assistant Manager,0.0,,1,,A,A
Kulick,Yaqub ,M,CU_4335881,163.17,55.9,10-01-18,Software Engineer IV,,1.0,1,,,A
Penceal,Paul ,M,CU_4450573,102.19,56.409,05-03-18,Assistant Manager,0.0,1.0,1,,A,A
Kopas,Calvin,M,CU_7956750,233.27,28.167,11-02-18,Librarian,0.0,1.0,1,,A,A
Trivett,Mike,M,CU_1337615,127.6,,06-02-18,Sales Associate,,,1,,A,A
Cobetto,Emerson ,M,CU_6203665,185.3,50.929,03-19-18,Software Engineer IV,1.0,,1,,,A
Joanis,Harrison ,M,CU_1362195,160.21,,08-07-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Hanafan,Priscilla,F,CU_8546579,132.18,36.808,01-28-18,Assistant Manager,,1.0,1,,,A
Gildroy,Barry,M,CU_3270933,172.65,64.77,06-03-18,Social Worker,0.0,1.0,1,,A,A
Yance,Ida,F,CU_3213590,195.8,22.28,10-10-18,,,,1,,A,A
Coppock,Barbra,F,CU_1263895,160.42,38.329,02-18-18,,,1.0,1,,,A
Slaght,Tyrone ,M,CU_7686425,329.44,56.253,10-15-18,Assistant Manager,0.0,1.0,1,,,A
Kiggins,Flora,F,CU_3057947,231.28,53.627,12-29-18,,0.0,1.0,1,,,A
Boundy,Elnora,F,CU_5507356,152.82,55.255,10-20-18,Software Engineer IV,1.0,1.0,1,,A,A
Beauford,Leanne,F,CU_3975456,124.99,35.291,09-24-18,Data Coordiator,,1.0,1,,,A
Rudge,Lavern,M,CU_3189025,256.3,59.481,04-16-18,Software Engineer IV,0.0,1.0,1,,A,A
Marshalek,Richie ,M,CU_3074337,160.9,47.904,10-09-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Rittle,Vickie,F,CU_4172069,296.52,52.963,03-24-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Korynta,Safaa ,F,CU_8546599,173.58,48.162,12-04-18,Computer Systems Analyst II,,1.0,1,,A,B
Bunten,Findlay ,M,CU_3361064,35.03,35.235,05-31-18,Software Engineer IV,1.0,1.0,1,,A,A
Veeneman,Cillian ,M,CU_1591594,206.46,56.311,05-16-18,Software Engineer IV,0.0,1.0,1,,A,A
Delorenzo,Vinnie ,M,CU_9832750,51.18,55.26,07-14-18,Assistant Manager,,1.0,1,,,A
Macdonnell,Daniyal ,M,CU_8448304,155.15,,06-11-18,,0.0,1.0,1,,,A
Larison,Gale,F,CU_3655984,159.98,69.399,11-24-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Ruther,Jerold,M,CU_2804016,144.71,46.155,05-23-18,Software Engineer IV,,1.0,1,,,A
Wines,Adrian ,M,CU_9570611,106.48,37.474,10-12-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Devitt,Walter ,M,CU_1149232,215.33,32.365,06-20-18,,,1.0,1,,,A
Devara,Jordan ,M,CU_7743795,135.41,44.065,05-17-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Herklotz,Magdalena ,F,CU_8317236,164.53,59.147,02-15-18,Computer Systems Analyst II,,,1,,A,A
Trett,Lily-Grace ,F,CU_4057399,76.65,59.265,11-16-18,Safety Technician IV,,1.0,1,,,B
Duplessis,Keiran ,M,CU_3721527,156.86,38.165,11-03-18,Software Engineer IV,1.0,1.0,1,,,A
Lafantano,Christi,F,CU_5695801,161.8,25.409,07-12-18,,0.0,1.0,1,,A,A
Guster,Enrique,M,CU_5679416,299.11,72.529,12-24-18,Librarian,0.0,1.0,1,,A,A
Hansrote,Angel ,F,CU_9816375,319.61,57.575,11-24-18,Information Systems Manager,0.0,1.0,1,,,A
Mcleland,Eduardo,M,CU_5703997,152.25,36.708,03-19-18,Information Systems Manager,,1.0,1,,,A
Teverbaugh,Rowena,F,CU_5982526,115.67,39.271,12-28-18,Data Coordiator,,1.0,1,,A,A
Seraiva,Jerry,M,CU_8522047,393.65,,03-31-18,,,1.0,1,,,A
Gone,Amos,M,CU_6236478,230.2,55.706,10-06-18,Assistant Manager,0.0,1.0,1,,,A
Morten,Shannon,F,CU_6392132,148.05,28.404,11-03-18,Senior Sales Associate,0.0,1.0,1,,A,A
Buttram,Elouise ,F,CU_2910533,111.46,35.191,12-02-18,Social Worker,0.0,1.0,1,,A,A
Imoto,Efrain,M,CU_1075528,119.98,32.539,09-01-18,Assistant Manager,0.0,1.0,1,,,A
Rehder,Bryant,M,CU_2607434,159.7,53.289,06-12-18,Computer Systems Analyst II,,1.0,1,,A,A
Vanallen,Taya ,F,CU_6793546,54.86,52.323,04-20-18,Assistant Manager,,1.0,1,,A,A
Caminita,Socorro,F,CU_1198415,250.97,32.274,01-03-18,Design Engineer,0.0,1.0,1,,A,A
Arollo,Zayaan ,M,CU_2853201,122.37,57.59,05-18-18,Sales Associate,1.0,,1,,A,A
Emmons,Connie ,F,CU_3696985,126.53,27.434,12-02-18,Assistant Manager,1.0,,1,,A,A
Dimick,Emilie ,F,CU_5892443,189.45,36.793,09-21-18,,0.0,1.0,1,,A,A
Fieldstadt,Ernest ,M,CU_5351771,255.34,51.924,02-26-18,Software Engineer IV,0.0,1.0,1,,A,A
Sleiman,Leandro,M,CU_7965019,122.07,55.224,08-05-18,Senior Sales Associate,0.0,1.0,1,,A,B
Chopton,Jeremy ,M,CU_1722718,77.24,,07-09-18,Design Engineer,0.0,1.0,1,,A,A
Ipock,Darryl,M,CU_5548382,180.35,36.775,11-04-18,Software Engineer IV,,1.0,1,,A,A
Razon,April ,F,CU_6711648,138.14,,11-28-18,Assistant Manager,,1.0,1,,A,A
Kurtz,Toni,F,CU_2599264,107.6,37.458,06-02-18,Software Engineer IV,0.0,1.0,1,,A,A
Trefz,Chad,M,CU_7407970,497.16,20.015,06-23-18,Software Engineer IV,0.0,,1,,,A
Kleinsorge,Lola-Rose ,F,CU_9578850,181.97,21.813,07-30-18,,,1.0,1,,,A
Bolinger,Asher ,M,CU_9070947,144.84,,05-26-18,Assistant Manager,,1.0,1,,A,A
Murata,Demarcus,M,CU_7817574,113.69,,01-25-18,Data Coordiator,,1.0,1,,A,A
Medcalf,Wesley ,M,CU_5810535,205.91,47.559,08-23-18,Assistant Manager,,1.0,1,,A,A
Ortwein,Nichole,F,CU_7186791,221.67,54.754,04-06-18,Data Coordiator,1.0,1.0,1,,,A
Hallaway,Hibah ,F,CU_8374638,155.68,50.477,12-17-18,,0.0,1.0,1,,A,A
Beatson,Lilah ,F,CU_6449519,341.71,64.203,03-25-18,,0.0,1.0,1,,A,A
Heibult,Amelia ,F,CU_4335984,369.32,58.825,11-04-18,,0.0,1.0,1,,A,A
Fitzrandolph,Ray ,M,CU_2517359,152.52,56.57,09-04-18,Assistant Manager,,1.0,1,,,A
Maree,Nettie,F,CU_7809394,176.81,56.387,10-04-18,Assistant Manager,1.0,,1,,A,A
Gardocki,Ahmad,M,CU_2468208,65.11,55.631,10-10-18,Assistant Manager,1.0,1.0,1,,A,A
Veltre,Richard,M,CU_2189680,188.42,39.307,05-02-18,Software Engineer IV,,1.0,1,,,A
Talamentez,Landon,M,CU_6343029,602.88,32.942,07-03-18,Software Engineer IV,,1.0,1,,A,A
Khalid,Eddie ,M,CU_8653170,126.16,65.728,09-25-18,Data Coordiator,0.0,1.0,1,,,A
Pereria,Sue,F,CU_4917623,160.0,48.855,05-16-18,Assistant Manager,1.0,1.0,1,,A,A
Hufton,Victoria,F,CU_9849208,136.31,50.127,04-23-18,Assistant Manager,,1.0,1,,,A
Notowich,Jared,M,CU_3680633,112.91,,01-31-18,Computer Systems Analyst II,0.0,,1,,,A
Babbin,Conner ,M,CU_8907129,158.58,54.838,09-19-18,Senior Sales Associate,,1.0,1,,,A
Petrovits,Remy ,M,CU_4966779,119.87,53.936,08-14-18,Software Engineer IV,,1.0,1,,A,A
Broering,Piper ,F,CU_3213692,134.35,37.451,04-06-18,Social Worker,0.0,1.0,1,,A,A
Ortolf,Yahya ,M,CU_9922941,121.98,61.916,01-01-18,Software Engineer IV,1.0,1.0,1,,A,A
Puiatti,Violet,F,CU_6187388,194.83,,02-06-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Duk,Stanton,M,CU_5654911,101.79,37.345,12-14-18,Senior Sales Associate,1.0,1.0,1,,A,A
Holtzer,Eugene,M,CU_4483458,194.1,48.128,09-09-18,Design Engineer,,1.0,1,,A,A
Breath,Numbers,M,CU_9619848,196.53,,02-19-18,Assistant Manager,0.0,1.0,1,,A,A
Hessey,Malcolm,M,CU_3803529,144.21,32.099,08-15-18,Structural Engineer,0.0,1.0,1,,,A
Carnell,Terrance,M,CU_2673036,142.26,35.106,08-05-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Schwindt,Khalid ,M,CU_1796493,201.49,54.957,05-11-18,Assistant Manager,0.0,1.0,1,,A,A
Proto,Ryder ,M,CU_6867342,264.16,52.875,03-13-18,Software Engineer IV,0.0,,1,,,A
Miller,Cheri,F,CU_3541392,203.82,27.901,01-27-18,Senior Sales Associate,,,1,,A,A
Devereaux,Michal ,M,CU_4909459,167.62,32.107,08-23-18,Design Engineer,0.0,1.0,1,,A,A
Foerster,Deacon ,M,CU_8391062,124.88,43.462,07-15-18,Software Engineer IV,0.0,1.0,1,,,A
Mccoll,Raheem ,M,CU_2386328,212.34,36.981,08-22-18,Payment Adjustment Coordinator,,1.0,1,,,A
Markegard,Alphonse,M,CU_4524442,161.63,37.094,04-22-18,Structural Engineer,0.0,1.0,1,,A,A
Kerne,Ayrton ,M,CU_3705242,145.24,55.961,12-01-18,Actuary,1.0,1.0,1,,,A
Polachek,Taylan ,M,CU_8456605,182.03,54.701,03-24-18,,,1.0,1,,A,A
Miyazaki,Lily-May ,F,CU_3475870,230.0,52.498,12-17-18,Data Coordiator,,1.0,1,,,A
Amel,Roisin ,F,CU_3180957,160.85,66.631,05-11-18,Design Engineer,,1.0,1,,A,A
Widby,Brett,M,CU_2533790,186.35,56.767,07-14-18,Information Systems Manager,0.0,1.0,1,,A,A
Rosberg,Matthew ,M,CU_8964513,298.11,31.189,11-08-18,Software Engineer IV,0.0,1.0,1,,,A
Piearcy,Atticus ,M,CU_5343650,130.88,,09-21-18,Assistant Manager,,1.0,1,,A,A
Bussell,Lily-Mai ,F,CU_9898403,134.8,20.81,01-27-18,,0.0,1.0,1,,,A
Engard,Rickey,M,CU_2328996,482.31,20.93,09-14-18,Software Engineer IV,0.0,1.0,1,,,A
Grossman,Aleisha ,F,CU_6891941,170.86,39.825,06-23-18,,,1.0,1,,A,A
Arevalo,Norma,F,CU_9791911,76.01,27.652,04-07-18,Software Engineer IV,0.0,1.0,1,,A,A
Lipscombe,Malakai ,M,CU_2435496,119.98,58.4,12-05-18,Data Coordiator,,1.0,1,,A,A
Rolon,Kaylen ,M,CU_5261737,273.25,53.605,01-07-18,Assistant Manager,1.0,1.0,1,,A,A
Delaet,Krzysztof ,M,CU_6392233,145.55,,12-14-18,Sales Associate,,,1,,A,A
Swenson,Jakub ,M,CU_2599343,292.77,31.062,01-05-18,,0.0,1.0,1,,,A
Prestwood,Malika ,F,CU_8792495,126.78,35.052,06-29-18,,,1.0,1,,A,A
Mckasson,Ishaq ,M,CU_6334895,181.99,54.176,02-22-18,Senior Sales Associate,0.0,1.0,1,,,A
Thao,Finnley ,M,CU_1403315,159.03,71.652,10-03-18,,0.0,1.0,1,,,A
Elis,Kurtis ,M,CU_6056374,261.26,37.453,04-29-18,Software Engineer IV,1.0,1.0,1,,A,A
Mrazik,Robyn ,F,CU_3951034,145.22,38.639,07-05-18,Payment Adjustment Coordinator,,1.0,1,,,A
Dean,Benjamin ,M,CU_9996730,233.04,28.32,08-21-18,Software Engineer IV,0.0,1.0,1,,,A
Hornbaker,Jocelyn,F,CU_7449020,382.11,41.141,06-07-18,Software Engineer IV,,,1,,A,A
Welzel,Simone,F,CU_2501053,139.64,32.435,01-27-18,Software Engineer IV,,,1,,A,A
Greem,Lee ,M,CU_2558397,148.3,,06-05-18,Structural Engineer,1.0,,1,,A,A
Terracina,Monica ,F,CU_9447871,171.49,34.345,10-05-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Girvan,Cortez,M,CU_8145343,119.78,22.048,09-04-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Bauknecht,Britt,M,CU_3008961,438.56,29.676,01-30-18,Assistant Manager,,1.0,1,,A,A
Izaquirre,Marian,F,CU_3992004,131.26,41.13,03-14-18,Software Engineer IV,0.0,1.0,1,,,A
Beidler,Melanie ,F,CU_4508101,115.74,72.952,05-30-18,Software Engineer IV,0.0,1.0,1,,,A
Bowler,Patrick,M,CU_8833479,527.1,37.16,03-23-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Holian,Hadi ,M,CU_9660873,142.67,39.88,06-14-18,Information Systems Manager,0.0,1.0,1,,,A
Farm,Lawerence,M,CU_1944014,761.38,48.724,08-29-18,Assistant Manager,0.0,1.0,1,,,A
Kossack,Brant,M,CU_3549647,147.21,30.155,09-01-18,Structural Engineer,0.0,1.0,1,,,A
Coxe,Danielle ,F,CU_9669072,170.09,24.704,04-27-18,,,1.0,1,,A,A
Deleppo,Alyssa ,F,CU_6146515,156.32,50.593,05-09-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Lagunas,Luther,M,CU_2804179,136.86,35.141,11-16-18,Assistant Manager,0.0,,1,,A,A
Tovey,Zaine ,M,CU_3221976,81.66,63.349,10-20-18,Safety Technician IV,0.0,1.0,1,,A,A
Nelson,Zakaria ,M,CU_6531544,146.91,37.337,10-05-18,Assistant Manager,0.0,1.0,1,,,A
Pfalzgraf,Bushra ,F,CU_4925912,69.07,34.211,06-04-18,Librarian,0.0,,1,,A,A
Guerrero,Bertie ,M,CU_3369436,120.6,37.165,07-13-18,Payment Adjustment Coordinator,1.0,,1,,A,A
Politowski,Juliette,F,CU_3721701,49.82,,11-18-18,Software Engineer IV,,1.0,1,,A,A
Brumwell,Buddy ,M,CU_1796582,228.11,32.637,09-19-18,Software Engineer IV,0.0,1.0,1,,,A
Pulcher,Milton,M,CU_7711207,268.07,39.63,02-06-18,Social Worker,0.0,1.0,1,,,A
Distin,Latisha,F,CU_8235494,148.36,26.612,11-18-18,Assistant Manager,,,1,,,A
Laurenceau,Aaminah ,F,CU_8047082,405.39,64.758,03-21-18,Information Systems Manager,,1.0,1,,A,A
Shedlock,Damian,M,CU_8219115,210.81,59.229,05-30-18,Senior Sales Associate,,1.0,1,,A,A
Schutzman,Craig ,M,CU_2550252,164.97,53.26,07-27-18,Safety Technician IV,0.0,,1,,,A
Garg,Cathy,F,CU_7637484,114.33,45.457,12-27-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Stanwick,Corrine,F,CU_8350191,45.38,24.349,06-06-18,Assistant Manager,0.0,,1,,A,A
Okerson,Pansy,F,CU_5114354,125.31,32.926,06-20-18,,0.0,,1,,A,A
Dirienzo,Loui ,M,CU_6998514,171.1,32.979,05-06-18,Data Coordiator,,1.0,1,,A,A
Dorning,Noreen,F,CU_2984436,33.15,35.695,08-22-18,Social Worker,0.0,,1,,A,A
Hurlock,Valerie,F,CU_3762678,158.33,38.006,04-17-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Lipkovitch,Francisca,F,CU_9529849,355.45,36.786,01-10-18,Assistant Manager,0.0,1.0,1,,A,A
Jack,Loyd,M,CU_2615803,130.62,,03-12-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Sischo,Earnestine,F,CU_3451388,159.8,35.385,01-06-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Routon,Simon,M,CU_3320319,139.48,,08-18-18,Assistant Manager,0.0,1.0,1,,A,A
Lunstrum,Mathilda ,F,CU_2525697,96.43,48.49,10-03-18,,0.0,,1,,A,A
Ramerez,Cyrus ,M,CU_9882114,148.83,59.458,10-28-18,Software Engineer IV,,1.0,1,,A,A
Smelko,Judith,F,CU_1042946,102.29,40.304,01-30-18,Social Worker,0.0,1.0,1,,A,A
Thomason,Dorian ,M,CU_4033026,196.21,39.74,01-14-18,Assistant Manager,,1.0,1,,,A
Franzmann,Jace ,M,CU_3549705,165.52,,07-27-18,Assistant Manager,0.0,1.0,1,,,A
Alaniz,Julian,M,CU_3738125,173.11,57.669,04-29-18,Senior Sales Associate,0.0,1.0,1,,,B
Strozzi,Buster,M,CU_9267727,131.62,55.012,06-01-18,Software Engineer IV,0.0,1.0,1,,,A
Kroese,Lexi-Mai ,F,CU_8366610,399.21,54.17,12-01-18,Software Engineer IV,0.0,,1,,A,A
Steadings,Carmen ,F,CU_4426259,101.81,26.554,06-27-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Will,Kerri,F,CU_5360148,217.77,64.56,11-19-18,Assistant Manager,1.0,1.0,1,,A,A
Aschmann,Blair,M,CU_9775636,137.35,32.078,08-04-18,Librarian,,1.0,1,,A,A
Obrzut,Sophia,F,CU_8628754,85.37,39.006,02-14-18,Computer Systems Analyst II,,1.0,1,,A,A
Carcamo,Bryan ,M,CU_3246615,141.48,41.353,02-07-18,Senior Sales Associate,0.0,1.0,1,,A,A
Remis,Emily-Rose ,F,CU_3877400,158.03,34.01,11-02-18,Software Engineer IV,1.0,1.0,1,,A,A
Belsey,Sydney,M,CU_5163545,148.82,64.096,08-25-18,Software Engineer IV,0.0,1.0,1,,,A
Kyker,Clayton,M,CU_1608219,184.01,57.85,05-10-18,Payment Adjustment Coordinator,1.0,1.0,1,,,A
Wienandt,Laaibah ,F,CU_8620573,164.59,35.058,03-19-18,,,1.0,1,,A,A
Fioritto,Armand,M,CU_2968095,159.85,36.018,05-14-18,Data Coordiator,1.0,,1,,,A
Stenback,Sammie,M,CU_9611809,159.81,56.639,04-30-18,,0.0,1.0,1,,,A
Ubertini,Andres,M,CU_3951137,134.17,58.418,02-24-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Glud,Deena,F,CU_2419235,209.37,31.56,01-23-18,Software Engineer IV,1.0,1.0,1,,A,A
Yokum,Weldon,M,CU_9447973,145.26,64.355,06-10-18,Senior Sales Associate,0.0,,1,,A,A
Bernard,Veronica ,F,CU_1034790,161.34,57.433,05-06-18,Software Engineer IV,0.0,1.0,1,,,A
Bellipanni,Maynard,M,CU_6130217,124.24,52.281,06-02-18,Librarian,0.0,1.0,1,,A,A
Roskovensky,Ann ,F,CU_8972844,170.92,48.681,12-03-18,Software Engineer IV,0.0,1.0,1,,A,A
Schmelter,Colin ,M,CU_5392941,24.49,52.563,07-03-18,,0.0,1.0,1,,,A
Knavel,Lorna,F,CU_4631084,95.21,56.232,06-20-18,,,1.0,1,,A,A
Goodwine,Lelia,F,CU_4999732,152.13,31.86,11-18-18,Information Systems Manager,,1.0,1,,,A
Shanafelt,Nevaeh ,F,CU_9939508,174.51,35.149,01-30-18,Senior Sales Associate,,1.0,1,,,A
Scicchitano,Mauro,M,CU_9751094,31.12,60.789,10-28-18,,,1.0,1,,,A
Reary,Gustavo,M,CU_1706551,108.05,,03-12-18,Software Engineer IV,,1.0,1,,A,A
Wojtecki,Jiya ,F,CU_2648630,172.35,31.531,11-09-18,Software Engineer IV,0.0,1.0,1,,A,A
Kranendonk,Wally,M,CU_9529915,135.67,42.894,10-28-18,Software Engineer IV,,1.0,1,,,A
Clinger,Tommie,M,CU_2886204,190.04,61.202,03-09-18,,1.0,1.0,1,,A,A
Leasy,Lindsey,F,CU_7187006,132.63,32.736,07-22-18,Assistant Manager,1.0,1.0,1,,,A
Botwinick,Issac,M,CU_8276543,159.89,24.431,06-29-18,Assistant Manager,0.0,1.0,1,,A,A
Spare,Lou,F,CU_8366656,119.02,31.101,07-23-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Papan,Belle ,F,CU_7612993,152.29,60.078,09-04-18,Software Engineer IV,,1.0,1,,A,A
Swearengin,Eve ,F,CU_6359621,124.55,46.924,03-15-18,Software Engineer IV,0.0,1.0,1,,A,A
Gove,Noe,M,CU_5581382,151.26,30.599,07-08-18,Assistant Manager,1.0,1.0,1,,A,A
Kuhner,Arlie,M,CU_1542727,199.23,35.48,09-16-18,Assistant Manager,,1.0,1,,,A
Sisk,Barrett,M,CU_9005639,119.61,56.323,03-25-18,Assistant Manager,0.0,1.0,1,,,A
Rodan,Michalina ,F,CU_6425157,119.41,32.617,10-03-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Latulas,Dwayne,M,CU_7776842,146.39,,04-02-18,Senior Sales Associate,1.0,1.0,1,,A,A
Lonabaugh,Jeanette,F,CU_5835340,106.0,41.667,04-05-18,Data Coordiator,0.0,1.0,1,,A,A
Ciesielski,Ethan ,M,CU_4246094,371.48,28.913,05-29-18,Software Engineer IV,0.0,1.0,1,,,A
